Name,ID,Class,Section,Phone,Email,Math,English,Hindi,Science,Economics,History,Geography,Telugu,Physics,Chemistry
Student_2341,050f3762,9,B,8196040713,student_2341@school.com,,,79.0,87.0,,45.0,,69.0,45.0,
Student_2342,03d2072d,8,A,7394752336,student_2342@school.com,60.0,,69.0,91.0,58.0,,,,,51.0
Student_2343,4c875db8,11,E,9255568751,student_2343@school.com,77.0,77.0,48.0,,,98.0,62.0,,,
Student_2344,c1a0fc6d,10,E,8836416743,student_2344@school.com,,45.0,85.0,,,,53.0,100.0,44.0,
Student_2345,3ef7d979,6,E,7597350338,student_2345@school.com,,81.0,87.0,79.0,,45.0,,,,48.0
Student_2346,f524deae,9,C,7138738144,student_2346@school.com,99.0,,,,,,69.0,86.0,47.0,97.0
Student_2347,245e0a4f,6,E,7075074485,student_2347@school.com,88.0,,,46.0,,,80.0,,41.0,71.0
Student_2348,74418a19,7,E,9760885115,student_2348@school.com,74.0,67.0,73.0,,,,96.0,,,60.0
Student_2349,37b505d6,11,E,9396005397,student_2349@school.com,,,44.0,54.0,81.0,,,,86.0,69.0
Student_2350,0d9c1326,8,B,9695515722,student_2350@school.com,,50.0,,80.0,66.0,77.0,,,,59.0
Student_2351,e4a00ea6,8,E,9833648916,student_2351@school.com,100.0,,58.0,90.0,,90.0,,,,91.0
Student_2352,d6d80f97,9,B,9800072595,student_2352@school.com,,,,60.0,50.0,,,72.0,98.0,84.0
Student_2353,b95e337c,11,E,6719955217,student_2353@school.com,84.0,64.0,,96.0,51.0,,,,,56.0
Student_2354,27d36973,9,A,8863764825,student_2354@school.com,,,,69.0,,,98.0,58.0,46.0,50.0
Student_2355,8f32955f,11,D,7581051749,student_2355@school.com,,69.0,51.0,74.0,,69.0,,68.0,,
Student_2356,14a376db,6,A,6634049078,student_2356@school.com,54.0,,,,90.0,,92.0,94.0,,71.0
Student_2357,415ee488,10,E,7500299719,student_2357@school.com,70.0,,,98.0,91.0,,,,62.0,56.0
Student_2358,0995d624,6,A,6144989564,student_2358@school.com,67.0,57.0,,,55.0,67.0,88.0,,,
Student_2359,2e30f350,10,B,9703819096,student_2359@school.com,62.0,71.0,,,,,74.0,87.0,69.0,
Student_2360,43971e4f,8,E,7595446438,student_2360@school.com,72.0,,,43.0,,79.0,,,80.0,52.0
Student_2361,8f8416a9,8,D,6106774475,student_2361@school.com,93.0,,,,,75.0,80.0,41.0,,59.0
Student_2362,60c68c36,10,B,7987725828,student_2362@school.com,75.0,,,,92.0,,82.0,,61.0,76.0
Student_2363,ecadaf51,9,B,6951018282,student_2363@school.com,79.0,,,,,98.0,54.0,51.0,56.0,
Student_2364,e7873efc,9,B,8713326227,student_2364@school.com,68.0,,52.0,48.0,92.0,,,,,78.0
Student_2365,851b8793,6,C,6575276663,student_2365@school.com,46.0,,,82.0,,64.0,46.0,,85.0,
Student_2366,00477d46,8,D,7031026802,student_2366@school.com,,41.0,,45.0,61.0,,50.0,,,86.0
Student_2367,fa98c9a6,10,D,7776151849,student_2367@school.com,90.0,72.0,57.0,,77.0,,,89.0,,
Student_2368,e0631cc7,10,D,9697971756,student_2368@school.com,,50.0,,47.0,84.0,,,,75.0,100.0
Student_2369,57dd926f,10,D,6670291507,student_2369@school.com,,,51.0,98.0,100.0,,50.0,86.0,,
Student_2370,fcab8205,10,E,9147203651,student_2370@school.com,45.0,87.0,,43.0,100.0,73.0,,,,
Student_2371,70afa3a8,7,C,8837021258,student_2371@school.com,74.0,75.0,,,,,51.0,,72.0,73.0
Student_2372,c10a544e,11,E,6050979883,student_2372@school.com,,,,,85.0,63.0,56.0,48.0,88.0,
Student_2373,d358eea1,8,B,9892780842,student_2373@school.com,,89.0,81.0,61.0,,71.0,90.0,,,
Student_2374,86ef5b05,7,E,8371198576,student_2374@school.com,76.0,86.0,93.0,86.0,,,67.0,,,
Student_2375,5050d3c6,6,B,9940547297,student_2375@school.com,47.0,56.0,,54.0,48.0,,57.0,,,
Student_2376,2f59a37c,8,C,6219992801,student_2376@school.com,,72.0,,89.0,,,,88.0,48.0,83.0
Student_2377,73539fcb,10,E,9333843478,student_2377@school.com,,78.0,,,,75.0,68.0,51.0,62.0,
Student_2378,c982e684,9,D,6501682933,student_2378@school.com,,84.0,79.0,62.0,81.0,79.0,,,,
Student_2379,1fa9226d,10,A,7520843567,student_2379@school.com,69.0,,56.0,,43.0,54.0,,50.0,,
Student_2380,2a14771f,7,C,6213898191,student_2380@school.com,48.0,,56.0,,,,50.0,94.0,,76.0
Student_2381,6df5798e,10,C,8982127978,student_2381@school.com,75.0,66.0,65.0,,,,,65.0,40.0,
Student_2382,c1be2790,6,B,8089708468,student_2382@school.com,66.0,,51.0,,,42.0,98.0,,75.0,
Student_2383,e32fa878,9,C,6707223525,student_2383@school.com,,,49.0,60.0,,,83.0,,68.0,44.0
Student_2384,1c9606a8,8,A,9972025748,student_2384@school.com,,73.0,45.0,98.0,,,54.0,44.0,,
Student_2385,e209bdfa,11,B,9003726835,student_2385@school.com,,,52.0,,,,46.0,45.0,71.0,65.0
Student_2386,731c8cb4,9,D,7766794537,student_2386@school.com,,,,58.0,91.0,,,92.0,45.0,85.0
Student_2387,550a85c2,11,A,9729942859,student_2387@school.com,,81.0,44.0,,73.0,,55.0,55.0,,
Student_2388,6eba18bc,8,E,9417363102,student_2388@school.com,74.0,,,94.0,,88.0,,,57.0,99.0
Student_2389,5c6d37d1,6,D,8300279934,student_2389@school.com,92.0,,42.0,60.0,79.0,86.0,,,,
Student_2390,7c1fd57d,8,D,8300993648,student_2390@school.com,77.0,,,,95.0,61.0,,100.0,97.0,
Student_2391,862fbf08,10,C,8214707759,student_2391@school.com,,,53.0,,,62.0,85.0,57.0,,75.0
Student_2392,d1008228,10,E,9605238811,student_2392@school.com,49.0,,,61.0,,,81.0,,62.0,54.0
Student_2393,f29cb61c,10,B,8973720579,student_2393@school.com,,,94.0,94.0,81.0,,51.0,,,67.0
Student_2394,071bf0ab,11,E,6820881106,student_2394@school.com,,97.0,77.0,,91.0,,,,72.0,64.0
Student_2395,6385a380,7,C,6358439462,student_2395@school.com,,59.0,54.0,53.0,,48.0,,,,48.0
Student_2396,518d84cd,8,D,6873121093,student_2396@school.com,,,99.0,80.0,70.0,,,83.0,,88.0
Student_2397,ee269cd5,6,E,9992912588,student_2397@school.com,,,80.0,60.0,,,48.0,61.0,,48.0
Student_2398,390b4ef4,9,A,6795466388,student_2398@school.com,64.0,99.0,45.0,87.0,,,,68.0,,
Student_2399,903280ef,6,C,6787388414,student_2399@school.com,,63.0,,,96.0,,,79.0,89.0,73.0
Student_2400,8c658599,11,A,7644842235,student_2400@school.com,,,,90.0,67.0,68.0,90.0,54.0,,
Student_2401,5e383268,7,E,6483702657,student_2401@school.com,84.0,,73.0,54.0,,,,90.0,50.0,
Student_2402,f4da4b67,11,C,8348883610,student_2402@school.com,59.0,,41.0,,52.0,,52.0,,,57.0
Student_2403,dac39ce5,8,A,6841435837,student_2403@school.com,,,74.0,97.0,59.0,96.0,78.0,,,
Student_2404,78d5b28b,11,A,9840436845,student_2404@school.com,88.0,44.0,,62.0,100.0,,44.0,,,
Student_2405,257e689b,6,C,8741625116,student_2405@school.com,87.0,,93.0,,,67.0,,56.0,,88.0
Student_2406,c1076e5f,10,B,6908541206,student_2406@school.com,,41.0,81.0,,,58.0,67.0,,,70.0
Student_2407,8c4afde2,9,A,7972492120,student_2407@school.com,77.0,,,,99.0,,40.0,59.0,,43.0
Student_2408,1baf5a7a,6,B,9560561034,student_2408@school.com,49.0,86.0,,,75.0,,,,93.0,57.0
Student_2409,347b96bc,9,D,7269881046,student_2409@school.com,93.0,,52.0,96.0,78.0,,,,,47.0
Student_2410,9deb1580,7,D,8332747243,student_2410@school.com,54.0,,,,,40.0,80.0,91.0,59.0,
Student_2411,d2ac71d5,6,B,8275507278,student_2411@school.com,62.0,97.0,64.0,,,,70.0,86.0,,
Student_2412,0fde9d63,11,A,7684503162,student_2412@school.com,,53.0,65.0,55.0,,63.0,,75.0,,
Student_2413,24ca9ea9,6,B,8785275186,student_2413@school.com,,45.0,,,,97.0,81.0,,92.0,48.0
Student_2414,57080e74,10,A,7705659921,student_2414@school.com,,,44.0,,85.0,79.0,67.0,,,76.0
Student_2415,bc3368f1,9,C,7227614146,student_2415@school.com,,59.0,,,62.0,,50.0,,40.0,75.0
Student_2416,6993be4d,7,C,6697576511,student_2416@school.com,,,42.0,,,77.0,48.0,77.0,,48.0
Student_2417,beec2444,11,A,8705408138,student_2417@school.com,40.0,,,,82.0,85.0,,,100.0,99.0
Student_2418,6d019bc0,6,C,6434364867,student_2418@school.com,,47.0,,76.0,62.0,,91.0,,75.0,
Student_2419,3a0b66df,8,B,6694793509,student_2419@school.com,,83.0,,,,,80.0,61.0,48.0,79.0
Student_2420,57727d51,9,E,6334455248,student_2420@school.com,61.0,,,96.0,90.0,,,94.0,58.0,
Student_2421,fdf768ca,7,C,9278291254,student_2421@school.com,,59.0,84.0,,,62.0,93.0,,88.0,
Student_2422,1d36b616,8,A,7905760129,student_2422@school.com,,69.0,,,,75.0,65.0,,94.0,72.0
Student_2423,c8be272d,8,D,9955708890,student_2423@school.com,46.0,47.0,,45.0,79.0,59.0,,,,
Student_2424,7ca3abf2,7,E,8303664630,student_2424@school.com,,58.0,91.0,,,85.0,,75.0,,44.0
Student_2425,88adcb11,6,E,8226754622,student_2425@school.com,,,91.0,,51.0,59.0,,99.0,60.0,
Student_2426,e3c18992,9,C,7731173174,student_2426@school.com,,43.0,,,,41.0,81.0,68.0,62.0,
Student_2427,ef7cd5c7,9,D,9622749470,student_2427@school.com,51.0,73.0,72.0,,92.0,,,,,63.0
Student_2428,70dca36b,11,E,7092875291,student_2428@school.com,89.0,,84.0,84.0,,,,61.0,71.0,
Student_2429,8b10b6ec,10,A,8592575493,student_2429@school.com,,,67.0,98.0,78.0,81.0,,,67.0,
Student_2430,8990df04,9,B,6917127581,student_2430@school.com,,41.0,,,,43.0,40.0,75.0,94.0,
Student_2431,f17e6f84,11,A,9017989606,student_2431@school.com,63.0,,60.0,41.0,,,100.0,,,44.0
Student_2432,9cf2caac,10,B,9534630903,student_2432@school.com,65.0,,,,40.0,,73.0,66.0,,60.0
Student_2433,f9c75657,6,C,7583625858,student_2433@school.com,,,,67.0,94.0,72.0,,92.0,,81.0
Student_2434,553d0b23,8,E,9307877208,student_2434@school.com,81.0,58.0,72.0,,,63.0,,86.0,,
Student_2435,58c759c0,11,E,9946685119,student_2435@school.com,92.0,,,53.0,,,92.0,,97.0,78.0
Student_2436,87faf732,11,A,8366041270,student_2436@school.com,64.0,41.0,97.0,,,,82.0,,80.0,
Student_2437,05f6c89e,9,D,6531009819,student_2437@school.com,,,70.0,,53.0,68.0,64.0,,87.0,
Student_2438,905ff975,9,A,6194422138,student_2438@school.com,,55.0,56.0,83.0,67.0,,,,,54.0
Student_2439,e2f40fa2,8,A,6430464913,student_2439@school.com,,87.0,,,92.0,,49.0,66.0,48.0,
Student_2440,e1364de6,11,C,8060770572,student_2440@school.com,,40.0,90.0,97.0,,42.0,,,68.0,
Student_2441,0975930e,7,C,7209614808,student_2441@school.com,46.0,,96.0,,,70.0,68.0,75.0,,
Student_2442,54b8cd1d,8,B,6963759108,student_2442@school.com,52.0,,,57.0,90.0,58.0,,,,82.0
Student_2443,f7fd9339,6,A,8829252561,student_2443@school.com,,,87.0,,79.0,,,90.0,52.0,51.0
Student_2444,fa7703fa,8,A,9223682950,student_2444@school.com,68.0,78.0,,88.0,91.0,,,,,92.0
Student_2445,688a752d,9,E,9184314593,student_2445@school.com,,,,71.0,90.0,,47.0,,93.0,95.0
Student_2446,1b09a6ef,7,E,6798341476,student_2446@school.com,69.0,,,78.0,,71.0,95.0,53.0,,
Student_2447,7f797ae0,7,C,7085711207,student_2447@school.com,,,51.0,,79.0,54.0,64.0,,83.0,
Student_2448,df1f319f,7,E,9895338726,student_2448@school.com,90.0,47.0,,,,78.0,48.0,,60.0,
Student_2449,4a21766c,8,C,6977444491,student_2449@school.com,53.0,53.0,,,63.0,,81.0,,58.0,
Student_2450,158a55ed,9,D,7708317995,student_2450@school.com,49.0,,43.0,,63.0,71.0,,,,95.0
Student_2451,7c557c27,8,B,8086142030,student_2451@school.com,,68.0,,74.0,67.0,46.0,,,,98.0
Student_2452,d6e8f8eb,11,A,8299739881,student_2452@school.com,99.0,57.0,,42.0,,,95.0,,58.0,
Student_2453,23d1c05a,8,C,9918754026,student_2453@school.com,75.0,,,,95.0,,78.0,43.0,63.0,
Student_2454,8f75909f,11,C,6981595011,student_2454@school.com,,97.0,,,,51.0,47.0,89.0,,66.0
Student_2455,267d05a6,10,E,8901505716,student_2455@school.com,98.0,83.0,,,96.0,,,60.0,,74.0
Student_2456,84847c17,11,E,9269295546,student_2456@school.com,,53.0,76.0,,,69.0,,,55.0,46.0
Student_2457,64081fbf,9,D,6214918122,student_2457@school.com,70.0,,,,60.0,65.0,41.0,,,54.0
Student_2458,ecc7b17b,10,D,7358014712,student_2458@school.com,52.0,53.0,,,66.0,,84.0,,57.0,
Student_2459,b246e98e,11,C,9776162564,student_2459@school.com,92.0,92.0,,43.0,,,48.0,,,90.0
Student_2460,3f05bd6b,6,D,7318494726,student_2460@school.com,,,,73.0,93.0,41.0,94.0,43.0,,
Student_2461,beb4989c,9,D,6091555483,student_2461@school.com,43.0,,,61.0,,,89.0,,92.0,91.0
Student_2462,dac09e55,6,E,8017849812,student_2462@school.com,,59.0,94.0,,,79.0,49.0,,,90.0
Student_2463,8765cca5,6,B,6823679252,student_2463@school.com,,,99.0,,49.0,69.0,91.0,,92.0,
Student_2464,8a7d34f4,10,D,9557665076,student_2464@school.com,,61.0,,46.0,,87.0,71.0,62.0,,
Student_2465,88cae351,9,D,6676095428,student_2465@school.com,91.0,,,54.0,,95.0,97.0,,,40.0
Student_2466,a090ebb7,6,B,7494638321,student_2466@school.com,,78.0,,97.0,,100.0,,,94.0,43.0
Student_2467,066c2870,9,E,6439658461,student_2467@school.com,49.0,,,96.0,85.0,66.0,,89.0,,
Student_2468,06b2e39f,9,D,8112990064,student_2468@school.com,,59.0,94.0,,81.0,,,62.0,74.0,
Student_2469,5d36c8fd,10,E,9431990444,student_2469@school.com,,,85.0,62.0,78.0,,,92.0,87.0,
Student_2470,aa2e8a0c,10,D,8989940569,student_2470@school.com,,,47.0,69.0,96.0,,,,54.0,98.0
Student_2471,bec75c14,7,C,6212332440,student_2471@school.com,,90.0,99.0,,92.0,,,90.0,64.0,
Student_2472,60012f63,6,C,7818138382,student_2472@school.com,70.0,,,,76.0,,98.0,81.0,60.0,
Student_2473,ac7bc9f8,6,C,8319470155,student_2473@school.com,82.0,,,44.0,,,77.0,79.0,54.0,
Student_2474,20353c93,7,B,7962248288,student_2474@school.com,67.0,80.0,,,,93.0,,47.0,,44.0
Student_2475,687d85ef,6,E,6461376440,student_2475@school.com,,65.0,51.0,46.0,,,,98.0,94.0,
Student_2476,c0db8963,10,A,9972940164,student_2476@school.com,41.0,,90.0,,63.0,,41.0,87.0,,
Student_2477,f2a0079f,9,E,8523724466,student_2477@school.com,83.0,63.0,,,,99.0,,73.0,,44.0
Student_2478,26c72252,8,E,8224981549,student_2478@school.com,62.0,,67.0,48.0,47.0,,,,,98.0
Student_2479,e1a882bb,8,A,7045143554,student_2479@school.com,,,,86.0,69.0,,96.0,83.0,,42.0
Student_2480,0eeef3e9,11,C,6908086308,student_2480@school.com,,,76.0,59.0,,,,41.0,41.0,44.0
Student_2481,9c886fbe,11,B,8477338966,student_2481@school.com,53.0,88.0,,,,53.0,,43.0,70.0,
Student_2482,a32485fc,11,C,6290609368,student_2482@school.com,,66.0,71.0,,,,69.0,55.0,87.0,
Student_2483,7eb381be,11,B,8537840668,student_2483@school.com,,,47.0,,,82.0,,46.0,51.0,52.0
Student_2484,8545a820,11,D,6798186131,student_2484@school.com,,,,74.0,95.0,,57.0,41.0,,95.0
Student_2485,b7c94c40,11,A,7562472403,student_2485@school.com,99.0,47.0,,,48.0,43.0,,,,61.0
Student_2486,6f7767b6,11,B,8987708517,student_2486@school.com,64.0,,80.0,,,,,100.0,44.0,53.0
Student_2487,15ec3f12,7,D,7371339542,student_2487@school.com,69.0,86.0,94.0,97.0,,,43.0,,,
Student_2488,6e8394ae,7,B,6903243589,student_2488@school.com,,,92.0,66.0,54.0,,52.0,,66.0,
Student_2489,e4e82bbb,11,D,8814753979,student_2489@school.com,55.0,,90.0,,42.0,,74.0,,,49.0
Student_2490,4e08173a,8,B,7716674920,student_2490@school.com,70.0,79.0,,,,79.0,64.0,,,77.0
Student_2491,fe507d7f,8,C,7858704379,student_2491@school.com,,100.0,58.0,,,,44.0,92.0,,75.0
Student_2492,97d8b2fc,6,C,9667030174,student_2492@school.com,,,,100.0,76.0,,83.0,,40.0,67.0
Student_2493,51b0b217,6,A,8751467851,student_2493@school.com,,,79.0,92.0,45.0,,50.0,52.0,,
Student_2494,f3fd8b52,11,B,8919187183,student_2494@school.com,,79.0,,82.0,88.0,,,79.0,,69.0
Student_2495,a28e0f15,10,A,8457325499,student_2495@school.com,87.0,,,,,85.0,86.0,100.0,,65.0
Student_2496,a41698b1,11,C,8344717670,student_2496@school.com,78.0,,43.0,,69.0,57.0,,,70.0,
Student_2497,a413baeb,10,B,6016200104,student_2497@school.com,67.0,,,74.0,,65.0,,48.0,,82.0
Student_2498,c881e97a,9,D,6905517689,student_2498@school.com,54.0,96.0,83.0,57.0,,,,,42.0,
Student_2499,4ea8f007,7,C,7076535710,student_2499@school.com,,57.0,76.0,,,76.0,75.0,,,83.0
Student_2500,2a177100,11,D,6154501568,student_2500@school.com,,55.0,,,92.0,66.0,,,80.0,40.0
Student_2501,b8270365,10,B,6696294827,student_2501@school.com,89.0,,,79.0,,82.0,,75.0,,87.0
Student_2502,c17b7d1c,6,D,8976922927,student_2502@school.com,100.0,47.0,,,96.0,86.0,,,,86.0
Student_2503,5ddf1b07,9,C,9081239870,student_2503@school.com,,,,54.0,56.0,,77.0,,55.0,95.0
Student_2504,30a4db08,6,E,8997905435,student_2504@school.com,,,,60.0,94.0,,90.0,92.0,,68.0
Student_2505,606d356a,7,C,7975836938,student_2505@school.com,,,,94.0,77.0,,,66.0,50.0,81.0
Student_2506,a9bfcf88,6,C,9812239796,student_2506@school.com,47.0,55.0,54.0,,,67.0,,52.0,,
Student_2507,b2c115a9,6,B,8588446778,student_2507@school.com,43.0,,94.0,,46.0,,59.0,,72.0,
Student_2508,93093091,9,B,6431316926,student_2508@school.com,72.0,,,53.0,95.0,60.0,,,66.0,
Student_2509,fc3e5e37,8,D,9388296034,student_2509@school.com,,66.0,,,98.0,70.0,,,81.0,61.0
Student_2510,2fc1c2bd,10,D,6193304741,student_2510@school.com,,48.0,,,81.0,,,71.0,83.0,44.0
Student_2511,7e103cce,10,C,7890683117,student_2511@school.com,,,,,51.0,,51.0,50.0,97.0,90.0
Student_2512,9964cd7b,6,C,6654100727,student_2512@school.com,88.0,62.0,,,,40.0,,,52.0,87.0
Student_2513,9efd078a,7,B,9931113984,student_2513@school.com,43.0,,90.0,,,,73.0,,57.0,79.0
Student_2514,19bdc470,10,B,9269021809,student_2514@school.com,,,,99.0,84.0,83.0,96.0,,,59.0
Student_2515,c9451c6d,8,A,7534386041,student_2515@school.com,68.0,,67.0,47.0,77.0,,71.0,,,
Student_2516,c2a45f7b,8,E,9889718660,student_2516@school.com,99.0,,,,96.0,,71.0,,73.0,45.0
Student_2517,b85a8fa8,9,B,8341133930,student_2517@school.com,58.0,47.0,,66.0,,,,44.0,,62.0
Student_2518,d39971dc,7,A,7447603416,student_2518@school.com,80.0,,,52.0,45.0,,76.0,,82.0,
Student_2519,6de996a1,10,A,9547139762,student_2519@school.com,53.0,,54.0,,53.0,,84.0,,76.0,
Student_2520,0aba3404,11,E,6178628425,student_2520@school.com,,55.0,51.0,43.0,60.0,,64.0,,,
Student_2521,a2e0b5f2,6,A,7710459174,student_2521@school.com,,,,79.0,85.0,,44.0,79.0,,77.0
Student_2522,e24a4817,6,B,9206673919,student_2522@school.com,63.0,49.0,,,47.0,,78.0,92.0,,
Student_2523,1d5b0977,7,D,7075595823,student_2523@school.com,92.0,92.0,62.0,,,45.0,,,50.0,
Student_2524,f8c68ba4,9,C,9483507127,student_2524@school.com,80.0,,,,58.0,77.0,,96.0,,67.0
Student_2525,46e04f30,11,D,7912314313,student_2525@school.com,69.0,,81.0,,72.0,90.0,,43.0,,
Student_2526,815d3b2b,11,B,7853691023,student_2526@school.com,100.0,55.0,,48.0,,,96.0,,72.0,
Student_2527,85049be0,9,E,7929605080,student_2527@school.com,,,74.0,,,,81.0,62.0,84.0,53.0
Student_2528,da352bc8,9,A,8197444690,student_2528@school.com,41.0,,57.0,,61.0,91.0,,,,56.0
Student_2529,eef3f0ae,7,B,6217452704,student_2529@school.com,57.0,,74.0,95.0,,,,42.0,68.0,
Student_2530,af26ad1f,11,E,7801241857,student_2530@school.com,,,69.0,53.0,,,46.0,,90.0,55.0
Student_2531,72e3bd07,9,B,8342372028,student_2531@school.com,96.0,100.0,,67.0,,,59.0,,92.0,
Student_2532,aa597202,8,C,7441588774,student_2532@school.com,,,87.0,50.0,57.0,,,84.0,,92.0
Student_2533,25ccea2c,11,D,6445888743,student_2533@school.com,,84.0,,89.0,,84.0,,99.0,,68.0
Student_2534,511ada1a,9,C,7911836860,student_2534@school.com,66.0,88.0,,,,56.0,,,48.0,81.0
Student_2535,39e122ba,6,E,6294717177,student_2535@school.com,,74.0,98.0,50.0,,94.0,45.0,,,
Student_2536,1982fac7,9,A,8649243908,student_2536@school.com,84.0,40.0,88.0,,80.0,,,57.0,,
Student_2537,f5aac008,6,A,6828306885,student_2537@school.com,,,,58.0,89.0,,,74.0,67.0,88.0
Student_2538,810aabf5,8,E,6257479205,student_2538@school.com,72.0,,,,84.0,88.0,,58.0,68.0,
Student_2539,c091d166,8,E,7468106637,student_2539@school.com,68.0,,71.0,64.0,,45.0,,,,63.0
Student_2540,737d1bf2,9,B,7045656428,student_2540@school.com,62.0,45.0,42.0,48.0,,41.0,,,,
Student_2541,3aab6d95,10,E,9797807355,student_2541@school.com,81.0,,98.0,,98.0,60.0,,99.0,,
Student_2542,cb5762bf,11,D,6800986810,student_2542@school.com,,77.0,91.0,,,79.0,85.0,,,78.0
Student_2543,33059355,10,A,6060549569,student_2543@school.com,93.0,66.0,96.0,,,,99.0,62.0,,
Student_2544,d15dce70,11,B,6917704172,student_2544@school.com,40.0,,61.0,,,42.0,,64.0,68.0,
Student_2545,02b0fc80,6,D,6577005523,student_2545@school.com,,78.0,,,,44.0,,89.0,61.0,91.0
Student_2546,4e86d7a3,7,B,9751547636,student_2546@school.com,,46.0,,,59.0,,89.0,,82.0,75.0
Student_2547,2a615b04,10,E,9693154295,student_2547@school.com,42.0,72.0,,,,,61.0,94.0,95.0,
Student_2548,b6c0cdda,7,E,6815542209,student_2548@school.com,73.0,,91.0,,100.0,,,,81.0,63.0
Student_2549,91a8f01e,6,C,9373506650,student_2549@school.com,,41.0,,,,48.0,93.0,79.0,,96.0
Student_2550,a093dc0a,9,B,7870714596,student_2550@school.com,65.0,,52.0,,,42.0,87.0,,100.0,
Student_2551,28df5d08,7,B,8325041582,student_2551@school.com,,57.0,77.0,,,,,93.0,96.0,78.0
Student_2552,fde68ff1,8,A,6292529359,student_2552@school.com,55.0,,40.0,,,58.0,87.0,80.0,,
Student_2553,16784c55,11,E,9982340965,student_2553@school.com,59.0,,55.0,,88.0,97.0,,,81.0,
Student_2554,f7f340ac,11,D,9479920764,student_2554@school.com,61.0,,,,89.0,88.0,,71.0,92.0,
Student_2555,da9ee362,10,D,6426485108,student_2555@school.com,,,65.0,55.0,,64.0,,,42.0,79.0
Student_2556,4ada02d4,6,E,9084929852,student_2556@school.com,44.0,,51.0,96.0,84.0,,,,45.0,
Student_2557,1553247a,7,E,9388413356,student_2557@school.com,,,98.0,64.0,71.0,,66.0,,92.0,
Student_2558,87f34220,11,B,7133121701,student_2558@school.com,,53.0,58.0,53.0,,,64.0,,48.0,
Student_2559,609aa88a,7,A,6181849963,student_2559@school.com,87.0,,48.0,,,96.0,51.0,,49.0,
Student_2560,afc7855f,9,E,6858329426,student_2560@school.com,89.0,61.0,60.0,51.0,,,,92.0,,
Student_2561,27015949,9,A,6254409189,student_2561@school.com,58.0,94.0,,84.0,93.0,,,,58.0,
Student_2562,7712c932,10,E,9745229760,student_2562@school.com,46.0,,,65.0,100.0,50.0,,,,53.0
Student_2563,d12eceec,11,E,9226350574,student_2563@school.com,74.0,72.0,,97.0,74.0,,,75.0,,
Student_2564,e219b49f,10,D,6578240305,student_2564@school.com,94.0,53.0,47.0,,,,44.0,49.0,,
Student_2565,40a8340a,10,D,8189548567,student_2565@school.com,99.0,,44.0,65.0,,71.0,57.0,,,
Student_2566,1459a573,11,A,7475465670,student_2566@school.com,78.0,,,,95.0,60.0,77.0,,57.0,
Student_2567,24d366e1,8,E,9144541681,student_2567@school.com,,,60.0,64.0,59.0,92.0,45.0,,,
Student_2568,feb83a6a,7,C,7729128384,student_2568@school.com,,,,55.0,94.0,,,41.0,42.0,98.0
Student_2569,72e8cab6,8,D,6373148063,student_2569@school.com,,56.0,72.0,,,51.0,56.0,,83.0,
Student_2570,3726edd5,7,B,8709393312,student_2570@school.com,,63.0,,66.0,,80.0,,63.0,,56.0
Student_2571,c760c13a,8,C,8761025586,student_2571@school.com,90.0,,,,71.0,92.0,97.0,,53.0,
Student_2572,593cc892,6,C,9364540330,student_2572@school.com,86.0,,76.0,,59.0,43.0,,94.0,,
Student_2573,34125248,6,D,6618825104,student_2573@school.com,,,77.0,,47.0,,76.0,55.0,,47.0
Student_2574,060b2f1a,10,C,6777249663,student_2574@school.com,70.0,,56.0,74.0,55.0,,55.0,,,
Student_2575,f8401775,6,A,9798969747,student_2575@school.com,,,85.0,95.0,,74.0,42.0,,,63.0
Student_2576,86941b8c,9,C,7418959756,student_2576@school.com,44.0,66.0,,64.0,,,46.0,72.0,,
Student_2577,c357c79a,8,C,7297265574,student_2577@school.com,63.0,51.0,,49.0,53.0,99.0,,,,
Student_2578,4d114a09,6,E,9900444412,student_2578@school.com,76.0,70.0,,,,54.0,,95.0,,41.0
Student_2579,3e6d9ed8,10,D,7239227022,student_2579@school.com,56.0,65.0,,,94.0,,98.0,,97.0,
Student_2580,0ed01c76,6,D,7100871963,student_2580@school.com,,,,,52.0,66.0,55.0,,81.0,45.0
Student_2581,5a2b7977,10,D,9377535475,student_2581@school.com,74.0,,81.0,,,74.0,53.0,96.0,,
Student_2582,972978db,8,A,7947250518,student_2582@school.com,61.0,68.0,52.0,82.0,,,,,40.0,
Student_2583,a33204ea,11,E,7226519429,student_2583@school.com,50.0,,74.0,,,,,58.0,90.0,97.0
Student_2584,b9f3ca33,7,C,7260273275,student_2584@school.com,,60.0,,50.0,,,44.0,92.0,,44.0
Student_2585,51abd89d,6,C,9404617198,student_2585@school.com,51.0,,94.0,45.0,,,81.0,80.0,,
Student_2586,f7fa9cfa,11,C,9820250888,student_2586@school.com,72.0,,67.0,81.0,,48.0,52.0,,,
Student_2587,9de82d2d,6,C,8597948152,student_2587@school.com,55.0,50.0,94.0,,,,,,62.0,78.0
Student_2588,7e5ec0db,11,D,6379840854,student_2588@school.com,76.0,53.0,,,,43.0,,94.0,85.0,
Student_2589,59e68863,9,D,7768216398,student_2589@school.com,75.0,,,85.0,92.0,62.0,,77.0,,
Student_2590,944a077e,6,A,8147631441,student_2590@school.com,,,43.0,,,76.0,97.0,,52.0,42.0
Student_2591,47bab47b,9,D,6297472069,student_2591@school.com,,,76.0,47.0,,,94.0,41.0,,82.0
